Statistical profiling result from isolate-0x42f7a50-v8.log, (478 ticks, 2 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.3%    0.2%  v8::internal::Runtime_HasProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Runtime_DefineClass(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Builtin_StringPrototypeLastIndexOf(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.3%    0.2%  v8::internal::(anonymous namespace)::FinalizeUnoptimizedCompilationJob(v8::internal::UnoptimizedCompilationJob*, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Isolate*)
      1    0.3%    0.2%  node::inspector::(anonymous namespace)::InspectorConsoleCall(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.3%    0.2%  node::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    118   24.7%  node::contextify::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    118  100.0%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     82   69.5%      LazyCompile: ~Script vm.js:43:14
     82  100.0%        LazyCompile: ~createScript vm.js:250:22
     82  100.0%          LazyCompile: ~runInThisContext vm.js:299:26
     82  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
     36   30.5%      LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
     36  100.0%        LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:148:34
      5   13.9%          Script: ~<anonymous> util.js:1:11
      5  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      3    8.3%          Script: ~<anonymous> internal/fs/streams.js:1:11
      3  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      3    8.3%          Script: ~<anonymous> crypto.js:1:11
      3  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      3    8.3%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:502:24
      3  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:629:36
      2    5.6%          Script: ~<anonymous> tty.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      2    5.6%          Script: ~<anonymous> stream.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      2    5.6%          Script: ~<anonymous> internal/async_hooks.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      2    5.6%          Script: ~<anonymous> fs.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      2    5.6%          Script: ~<anonymous> assert.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    2.8%          Script: ~<anonymous> timers.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    2.8%          Script: ~<anonymous> readline.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    2.8%          Script: ~<anonymous> internal/process/main_thread_only.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    2.8%          Script: ~<anonymous> internal/modules/cjs/loader.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    2.8%          Script: ~<anonymous> internal/child_process.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    2.8%          Script: ~<anonymous> child_process.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    2.8%          Script: ~<anonymous> _http_common.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    2.8%          LazyCompile: ~startup internal/bootstrap/node.js:30:19
      1  100.0%            Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:15:30
      1    2.8%          LazyCompile: ~setupProcessObject internal/bootstrap/node.js:331:30
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:30:19
      1    2.8%          LazyCompile: ~setupProcessFatal internal/bootstrap/node.js:477:29
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:30:19
      1    2.8%          LazyCompile: ~setupGlobalVariables internal/bootstrap/node.js:345:32
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:30:19
      1    2.8%          LazyCompile: ~setupGlobalConsole internal/bootstrap/node.js:404:30
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:30:19

     25    5.2%  __GI___libc_write
     11   44.0%    v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      2   18.2%      LazyCompile: ~emit events.js:140:44
      1   50.0%        LazyCompile: ~processEmit /home/spencer/Documents/github.com/fluffy-math/node_modules/signal-exit/index.js:144:22
      1   50.0%        LazyCompile: ~addChunk _stream_readable.js:280:18
      1  100.0%          LazyCompile: ~readableAddChunk _stream_readable.js:227:26
      1  100.0%            LazyCompile: ~Readable.push _stream_readable.js:202:35
      1    9.1%      Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/observable/combineLatest.js:51:41
      1  100.0%        Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/observable/combineLatest.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1    9.1%      LazyCompile: ~startup internal/bootstrap/node.js:30:19
      1  100.0%        Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:15:30
      1    9.1%      LazyCompile: ~onStreamRead internal/stream_base_commons.js:87:22
      1    9.1%      LazyCompile: ~_run /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/input.js:18:7
      1  100.0%        LazyCompile: ~resolve /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/base.js:56:24
      1  100.0%          Builtin: PromiseConstructor
      1  100.0%            LazyCompile: ~run /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/base.js:55:6
      1    9.1%      LazyCompile: ~__extends /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/repeatWhen.js:9:21
      1  100.0%        Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/repeatWhen.js:34:38
      1  100.0%          Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/repeatWhen.js:1:11
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1    9.1%      LazyCompile: ~Subscriber.next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:65:42
      1  100.0%        LazyCompile: ~FilterSubscriber._next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/filter.js:42:49
      1  100.0%          LazyCompile: ~Subscriber.next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:65:42
      1  100.0%            LazyCompile: ~FilterSubscriber._next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/filter.js:42:49
      1    9.1%      LazyCompile: ~Interface._moveCursor readline.js:723:43
      1  100.0%        LazyCompile: ~Interface.clearLine readline.js:626:41
      1  100.0%          LazyCompile: ~Interface._line readline.js:635:37
      1  100.0%            LazyCompile: ~Interface._ttyWrite readline.js:756:41
      1    9.1%      LazyCompile: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/observable/fromEvent.js:14:78
      1  100.0%        LazyCompile: ~MapSubscriber._next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/map.js:46:46
      1  100.0%          LazyCompile: ~Subscriber.next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:65:42
      1  100.0%            LazyCompile: ~handler /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/observable/fromEvent.js:17:25
      1    9.1%      LazyCompile: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Observable.js:64:53
      1  100.0%        LazyCompile: ~SafeSubscriber.__tryOrUnsub /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:207:54
      1  100.0%          LazyCompile: ~SafeSubscriber.next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:143:46
      1  100.0%            LazyCompile: ~Subscriber._next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:89:43
      2    8.0%    v8::internal::Runtime_InterpreterDeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:25:9
      1  100.0%        LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/input.js:44:9
      1  100.0%          LazyCompile: ~onKeypress /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/input.js:100:13
      1  100.0%            LazyCompile: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Observable.js:64:53
      1   50.0%      LazyCompile: ~alignPool buffer.js:131:19
      1  100.0%        LazyCompile: ~allocate buffer.js:318:18
      1  100.0%          LazyCompile: ~allocUnsafe buffer.js:290:42
      1  100.0%            LazyCompile: ~tryCreateBuffer fs.js:314:25
      2    8.0%    v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~module.exports /home/spencer/Documents/github.com/fluffy-math/node_modules/has-flag/index.js:2:18
      1  100.0%        Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/supports-color/index.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1   50.0%      LazyCompile: ~getOptionValue internal/options.js:6:24
      1  100.0%        LazyCompile: ~startup internal/bootstrap/node.js:30:19
      1  100.0%          Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:15:30
      1    4.0%    v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~__extends /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/observable/zip.js:9:21
      1  100.0%        Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/observable/zip.js:44:31
      1  100.0%          Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/observable/zip.js:1:11
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37

     16    3.3%  __GI___mprotect
     12   75.0%    v8::internal::Runtime_InterpreterDeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      2   16.7%      Script: ~runInContext /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:1406:44
      2  100.0%        Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:9:11
      2  100.0%          Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:1:11
      2  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      2   16.7%      LazyCompile: ~Interface._ttyWrite readline.js:756:41
      2  100.0%        LazyCompile: ~onkeypress readline.js:167:22
      2  100.0%          LazyCompile: ~emit events.js:140:44
      2  100.0%            LazyCompile: ~emitKeys internal/readline.js:166:19
      1    8.3%      Script: ~<anonymous> :5:10
      1  100.0%        Script: ~<anonymous> :1:1
      1    8.3%      LazyCompile: ~paginate /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/paginator.js:18:11
      1  100.0%        LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:80:9
      1  100.0%          LazyCompile: ~_run /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:49:7
      1  100.0%            LazyCompile: ~resolve /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/base.js:56:24
      1    8.3%      LazyCompile: ~normalizeString path.js:57:25
      1  100.0%        LazyCompile: ~resolve path.js:1073:28
      1  100.0%          LazyCompile: ~Module._initPaths internal/modules/cjs/loader.js:755:29
      1  100.0%            Script: ~<anonymous> internal/modules/cjs/loader.js:1:11
      1    8.3%      LazyCompile: ~isObject /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:11744:22
      1  100.0%        LazyCompile: ~baseIsNative /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:3415:26
      1  100.0%          LazyCompile: ~getNative /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:5978:23
      1  100.0%            Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:1475:35
      1    8.3%      LazyCompile: ~emitKeys internal/readline.js:166:19
      1  100.0%        Builtin: GeneratorPrototypeNext
      1  100.0%          LazyCompile: ~onData readline.js:1006:18
      1  100.0%            LazyCompile: ~emit events.js:140:44
      1    8.3%      LazyCompile: ~createUnsafeArrayBuffer buffer.js:115:33
      1  100.0%        LazyCompile: ~createPool buffer.js:124:20
      1  100.0%          Script: ~<anonymous> buffer.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    8.3%      LazyCompile: ~binding internal/bootstrap/loaders.js:77:39
      1  100.0%        Script: ~bootstrapInternalLoaders internal/bootstrap/loaders.js:42:35
      1    8.3%      LazyCompile: ~QuickSort native array.js:530:19
      1  100.0%        LazyCompile: ~InnerArraySort native array.js:486:24
      1  100.0%          LazyCompile: ~sort native array.js:610:46
      1  100.0%            Script: ~<anonymous> internal/modules/cjs/helpers.js:1:11
      4   25.0%    v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   25.0%      LazyCompile: ~isFlattenable /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:6253:27
      1  100.0%        LazyCompile: ~baseFlatten /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:2939:25
      1  100.0%          LazyCompile: ~flatten /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:7327:21
      1  100.0%            LazyCompile: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/lodash/lodash.js:6554:22
      1   25.0%      LazyCompile: ~events.line.pipe.value /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:64:17
      1  100.0%        LazyCompile: ~MergeMapSubscriber._tryNext /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/mergeMap.js:65:54
      1  100.0%          LazyCompile: ~MergeMapSubscriber._next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/mergeMap.js:57:51
      1  100.0%            LazyCompile: ~Subscriber.next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:65:42
      1   25.0%      LazyCompile: ~Interface._getCursorPos readline.js:703:45
      1  100.0%        LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:25:9
      1  100.0%          LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:80:9
      1  100.0%            LazyCompile: ~_run /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:49:7
      1   25.0%      Builtin: ArrayMap
      1  100.0%        Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/iconv-lite/lib/index.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37

     10    2.1%  fwrite
      7   70.0%    v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   14.3%      Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/tap.js:36:31
      1  100.0%        Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/tap.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1   14.3%      LazyCompile: ~x.eraseLines.count /home/spencer/Documents/github.com/fluffy-math/node_modules/ansi-escapes/index.js:57:16
      1  100.0%        LazyCompile: ~exports.clearLine /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/readline.js:49:29
      1  100.0%          LazyCompile: ~clean /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:92:8
      1  100.0%            LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:25:9
      1   14.3%      LazyCompile: ~exports.right /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/readline.js:20:25
      1  100.0%        LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:25:9
      1  100.0%          LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:80:9
      1  100.0%            LazyCompile: ~_run /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:49:7
      1   14.3%      LazyCompile: ~__extends /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/scheduler/AnimationFrameScheduler.js:9:21
      1  100.0%        Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/scheduler/AnimationFrameScheduler.js:17:41
      1  100.0%          Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/scheduler/AnimationFrameScheduler.js:1:11
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1   14.3%      LazyCompile: ~Subscription.unsubscribe /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscription.js:19:51
      1  100.0%        LazyCompile: ~Subscriber.unsubscribe /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:82:49
      1  100.0%          LazyCompile: ~MergeMapSubscriber._complete /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/mergeMap.js:84:55
      1  100.0%            LazyCompile: ~Subscriber.complete /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:76:46
      1   14.3%      LazyCompile: ~Subscriber.complete /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:76:46
      1  100.0%        LazyCompile: ~TakeUntilSubscriber.notifyNext /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/takeUntil.js:44:57
      1  100.0%          LazyCompile: ~InnerSubscriber._next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/InnerSubscriber.js:27:48
      1  100.0%            LazyCompile: ~Subscriber.next /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:65:42
      1   14.3%      LazyCompile: ~Fractional.fractional /home/spencer/Documents/github.com/fluffy-math/tools/fractional.js:42:30
      1  100.0%        LazyCompile: ~inquirer.prompt.then.answers /home/spencer/Documents/github.com/fluffy-math/app.js:72:47
      1  100.0%          node::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%            LazyCompile: ~_tickCallback internal/process/next_tick.js:41:25
      1   10.0%    v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Builtin: StringPrototypeReplace
      1  100.0%        LazyCompile: ~stripVTControlCharacters internal/readline.js:134:34
      1  100.0%          LazyCompile: ~Interface._getCursorPos readline.js:703:45
      1  100.0%            LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:25:9
      1   10.0%    v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~removeListener events.js:306:28
      1  100.0%        LazyCompile: ~unsubscribe /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/observable/fromEvent.js:39:32
      1  100.0%          LazyCompile: ~tryCatcher /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/util/tryCatch.js:5:20
      1  100.0%            LazyCompile: ~Subscription.unsubscribe /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscription.js:19:51

     10    2.1%  epoll_pwait

      9    1.9%  Builtin: InterpreterEntryTrampoline
      3   33.3%    LazyCompile: ~realpathSync fs.js:1376:22
      3  100.0%      LazyCompile: ~toRealPath internal/modules/cjs/loader.js:201:20
      3  100.0%        LazyCompile: ~tryFile internal/modules/cjs/loader.js:193:17
      3  100.0%          LazyCompile: ~tryExtensions internal/modules/cjs/loader.js:208:23
      3  100.0%            LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:220:28
      1   11.1%    LazyCompile: ~resolve path.js:1073:28
      1  100.0%      LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:220:28
      1  100.0%        LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:547:35
      1  100.0%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:502:24
      1  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:629:36
      1   11.1%    LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:25:9
      1  100.0%      LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/input.js:44:9
      1  100.0%        LazyCompile: ~onEnd /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/input.js:81:8
      1  100.0%          LazyCompile: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Observable.js:64:53
      1  100.0%            LazyCompile: ~SafeSubscriber.__tryOrUnsub /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:207:54
      1   11.1%    LazyCompile: ~nullCheck internal/fs/utils.js:188:19
      1  100.0%      LazyCompile: ~validatePath internal/fs/utils.js:442:22
      1  100.0%        LazyCompile: ~openSync fs.js:429:18
      1  100.0%          LazyCompile: ~readFileSync fs.js:341:22
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1   11.1%    LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:547:35
      1  100.0%      LazyCompile: ~Module._load internal/modules/cjs/loader.js:502:24
      1  100.0%        LazyCompile: ~Module.require internal/modules/cjs/loader.js:629:36
      1  100.0%          LazyCompile: ~require internal/modules/cjs/helpers.js:19:19
      1  100.0%            Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/scheduler/QueueScheduler.js:1:11
      1   11.1%    LazyCompile: ~Module._load internal/modules/cjs/loader.js:502:24
      1  100.0%      LazyCompile: ~Module.require internal/modules/cjs/loader.js:629:36
      1  100.0%        LazyCompile: ~require internal/modules/cjs/helpers.js:19:19
      1  100.0%          Script: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/operators/windowWhen.js:1:11
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1   11.1%    LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:220:28
      1  100.0%      LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:547:35
      1  100.0%        LazyCompile: ~Module._load internal/modules/cjs/loader.js:502:24
      1  100.0%          LazyCompile: ~Module.require internal/modules/cjs/loader.js:629:36
      1  100.0%            LazyCompile: ~require internal/modules/cjs/helpers.js:19:19

      8    1.7%  Builtin: CallFunction_ReceiverIsAny
      3   37.5%    LazyCompile: ~readSync fs.js:475:18
      3  100.0%      LazyCompile: ~tryReadSync fs.js:329:21
      3  100.0%        LazyCompile: ~readFileSync fs.js:341:22
      3  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      3  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:590:33
      1   12.5%    LazyCompile: ~tryExtensions internal/modules/cjs/loader.js:208:23
      1  100.0%      LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:220:28
      1  100.0%        LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:547:35
      1  100.0%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:502:24
      1  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:629:36
      1   12.5%    LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:25:9
      1  100.0%      LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:80:9
      1  100.0%        LazyCompile: ~onDownKey /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/list.js:133:12
      1  100.0%          LazyCompile: ~<anonymous> /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Observable.js:64:53
      1  100.0%            LazyCompile: ~SafeSubscriber.__tryOrUnsub /home/spencer/Documents/github.com/fluffy-math/node_modules/rxjs/internal/Subscriber.js:207:54
      1   12.5%    LazyCompile: ~onData readline.js:1006:18
      1  100.0%      LazyCompile: ~emit events.js:140:44
      1  100.0%        LazyCompile: ~addChunk _stream_readable.js:280:18
      1  100.0%          LazyCompile: ~readableAddChunk _stream_readable.js:227:26
      1  100.0%            LazyCompile: ~Readable.push _stream_readable.js:202:35
      1   12.5%    LazyCompile: ~module.exports.x /home/spencer/Documents/github.com/fluffy-math/node_modules/is-fullwidth-code-point/index.js:3:18
      1  100.0%      LazyCompile: ~module.exports.str /home/spencer/Documents/github.com/fluffy-math/node_modules/string-width/index.js:5:18
      1  100.0%        LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/utils/screen-manager.js:25:9
      1  100.0%          LazyCompile: ~render /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/input.js:44:9
      1  100.0%            LazyCompile: ~onKeypress /home/spencer/Documents/github.com/fluffy-math/node_modules/inquirer/lib/prompts/input.js:100:13
      1   12.5%    LazyCompile: ~emit events.js:140:44
      1  100.0%      LazyCompile: ~emitKeys internal/readline.js:166:19
      1  100.0%        Builtin: GeneratorPrototypeNext
      1  100.0%          LazyCompile: ~onData readline.js:1006:18
      1  100.0%            LazyCompile: ~emit events.js:140:44

      7    1.5%  node::GetBinding(v8::FunctionCallbackInfo<v8::Value> const&)
      7  100.0%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      7  100.0%      LazyCompile: ~binding internal/bootstrap/loaders.js:77:39
